refcode,Density,smiles
ZAYHAL,1.835,O=N(=O)OCC(CON(=O)=O)(CON(=O)=O)N(CC(CN(N(=O)=O)C(CON(=O)=O)(CON(=O)=O)CON(=O)=O)ON(=O)=O)N(=O)=O
GUBPIF,1.834,[N-]=[N+]=Nc1nn2nnnc2c([N+](=O)[O-])c1N
LEQPOP,1.834,O=[N+]([O-])N1C2C3N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C4C(N2CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N([N+](=O)[O-])C(C1N3[N+](=O)[O-])N4[N+](=O)[O-]
YOSFAQ,1.834,N#[N+]c1nc(-c2nc([N+]#N)c([N+](=O)[O-])[n-]2)[n-]c1[N+](=O)[O-]
IBOPEW,1.834,O=N(=O)c1cc(c(c2cc(c(cc2N(=O)=O)N(=O)=O)c2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O
COYLAF03,1.833,O=[N+]([O-])C(CNc1nonc1NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KOBXOO,1.833,[NH2+]=C1NNC(=O)C1=N(=O)[O-]
LEWCUO,1.833,NC1=NO[N+](=C1C1=NO[N+](=C1C1=[N+]([O-])ON=C1N)[O-])[O-]
CIGSUJ,1.832,O=[N+]([O-])OCc1nc(-c2noc(CO[N+](=O)[O-])n2)no1
VUCBAW,1.831,O=[N+]([O-])C1([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1
COGGEM,1.831,O=N(=O)C1=CN(N=NN2C=C(N=C2N(=O)=O)N(=O)=O)C(=N1)N(=O)=O
FEYLUQ01,1.83,O=[N+]([O-])N1CCN([N+](=O)[O-])c2nonc21
GICTIV,1.83,O=[N+]([O-])n1cnc(N=Nc2ncn([N+](=O)[O-])n2)n1
PUTCEM,1.83,O=[N+]([O-])c1cc([N+](=O)[O-])c2n[n+]3c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4[n-]n3c2c1
RIGJIA,1.83,O=[N+]([O-])N1CN([N+](=O)[O-])C2C1C1C2N([N+](=O)[O-])CN1[N+](=O)[O-]
UZOPAD,1.83,O=[N+]([O-])OCn1cc([N+](=O)[O-])c([N+](=O)[O-])n1
FIDPIR,1.83,N1N=NC2=NC3=NON=C3N=C12
TNIOAN01,1.83,Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
QORROF,1.829,NC1=NN=NN1NCC(N(=O)=O)(N(=O)=O)N(=O)=O
JAJBEB,1.828,O=[N+]([O-])C1([N+](=O)[O-])C2C3C4C1C1C2C([N+](=O)[O-])([N+](=O)[O-])C3C4C1([N+](=O)[O-])[N+](=O)[O-]
ASUCID,1.827,[N-]=[N+]=Nc1nn2nnc([N+](=O)[O-])c2nc1N
ELIGEN01,1.827,O=[N+]([O-])OCn1nc([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2CO[N+](=O)[O-]
GANTAT01,1.827,O=[N+]([O-])c1n[nH]c([N+](=O)[O-])c1Nc1nnc2nncn2n1
PIGSUV,1.827,Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(-n2cnc([N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-]
DIBSAL,1.825,O=[N+]([O-])c1nonc1-c1nnc(N=Nc2nnc(-c3nonc3[N+](=O)[O-])o2)o1
HNIDPA03,1.825,O=N(=O)c1cc(c(Nc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O
VAZBOP,1.825,O=N(=O)C(CNN1C=NN=N1)(N(=O)=O)N(=O)=O
PAWCOI,1.825,O=N(=O)N(CC1=NN=NN1)CC1=NN=NN1
UKIJIJ,1.824,OCC(N1N=NC(=N1)N(=O)=O)(N(=O)=O)N(=O)=O
NABMAE,1.823,Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-]
ORAVUZ,1.823,COc1c(c(O)c(c(O)c1N(=O)=O)N(=O)=O)N(=O)=O
ROKTAO,1.823,NC(=O)NN(=O)=O
JEXMII,1.822,O=[N+]([O-])N1CCN([N+](=O)[O-])C2C1N([N+](=O)[O-])CCN2[N+](=O)[O-]
TENTOY,1.822,NC1=C(C2=NON=C2N=N1)N(=O)=O
CUFRAZ,1.82,Nc1nc(-c2nonc2N[N+](=O)[O-])no1
CUFZIM,1.82,CC12C3([N+](=O)[O-])C4([N+](=O)[O-])C1([N+](=O)[O-])C1([N+](=O)[O-])C2([N+](=O)[O-])C3([N+](=O)[O-])C41[N+](=O)[O-]
FUJXEO,1.82,NNC(N)=C([N+](=O)[O-])[N+](=O)[O-]
ILOHIC,1.82,CN(CN1N=C(C(=C1N(=O)=O)N)N(=O)=O)N(=O)=O
CADBOB,1.819,O=[N+]([O-])c1nonc1O
COGGAI,1.819,O=[N+]([O-])c1ncn(N=Nn2cnc([N+](=O)[O-])n2)n1
FEKVOG,1.819,Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-]
HIYMIL,1.819,O=[N+]([O-])[N-]n1cn[nH+]c1
JOWWIB,1.819,Nc1nc([N+](=O)[O-])n[nH]1
TIBMUM,1.819,Nc1nc(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-]
TICKIC,1.819,O=N(=O)C1=CC(=NN1C(N(=O)=O)(N(=O)=O)N(=O)=O)N1C=NN=N1
JOTRUH,1.819,O=N(=O)C1=NN(CCN2N=C(C(=C2N=[N+]=[N-])N(=O)=O)N(=O)=O)C(=C1N(=O)=O)N=[N+]=[N-]
SUGFOP,1.818,O=[N+]([O-])C(C(O)C(O)C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VUKCOW,1.818,O=C(O)c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-]
FINBOV,1.818,O=N(=O)C(CC#CCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
KUKHUV,1.818,NC1=C(N(COCN2N=C(C(=C2N(=O)=O)N)N(=O)=O)N=C1N(=O)=O)N(=O)=O
LAMJOC,1.817,O=[N+]([O-])c1cc([N+](=O)[O-])c(N2c3nonc3-c3nonc3-c3nonc32)c([N+](=O)[O-])c1
UVEGEJ,1.817,O=N(=O)NC1=NON=C1C1=NOC(=NO1)C1=NON=C1NN(=O)=O
QALWOR,1.817,O=N(=O)OCC(CON(=O)=O)N(C(CON(=O)=O)CON(=O)=O)N(=O)=O
DIDNIQ,1.816,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1
NUBQOT,1.816,O=[N+]([O-])c1cc([N+](=O)[O-])n(-c2nonc2[N+](=O)[O-])n1
JERVUY01,1.816,O=C1NC=C(C=C1N(=O)=O)N(=O)=O
TAYHOR,1.816,O=N(=O)c1cc2N(N=Nc2c(c1)N(=O)=O)C1=NC2=NON=C2C2=NON=C12
MOSCIH,1.815,O=N(=O)N=C1NN=NN1CCN1N=NNC1=NN(=O)=O
TIPMEM,1.815,O=C(NCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
BOSVIO,1.814,O=c1[nH]c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2c2c([N+](=O)[O-])cc([N+](=O)[O-])cc12
HASHEO,1.814,O=[N+]([O-])C12C3C4([N+](=O)[O-])C1C1([N+](=O)[O-])C2C3([N+](=O)[O-])C41
VOGSUI,1.814,O=[N+]([O-])N=c1[nH]nc2nncnn12
YOPKIA,1.814,O=[N+]([O-])OCCN(c1nc(N(CCO[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])nc1[N+](=O)[O-])[N+](=O)[O-]
QUDNOU,1.814,ON1N=NN=C1C1=NNN=N1
KUBPAY,1.813,O=[N+]([O-])N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
CASBOQ,1.813,O=N(=O)C1=CNN=C1N1C=NN=N1
WOLNIW,1.813,NN1N=C(C=C1N(=O)=O)N(=O)=O
CIWMAW01,1.812,Nc1nc(N)c([N+](=O)[O-])nc1[N+](=O)[O-]
MEDNEQ,1.812,O=c1[nH]nc2n1-c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC2
SEFVIL,1.811,NN1N=C(C(=C1C1=C(C(=NN1N)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
GAYMOL03,1.811,O=C1N[N-]C(=C1[N+]#N)N(=O)=O
FABHUL,1.809,Cn1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-]
JAQZIN,1.808,NN1C2=NON=C2C2=NON=C2C2=NON=C12
DARGIN,1.808,O=N(=O)c1cc(c(Oc2c(cccc2N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O
KUBPEC,1.807,O=[N+]([O-])N1CC2(CN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN=C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N([N+](=O)[O-])C2
NIMFOE,1.807,O=c1[nH]cc([N+](=O)[O-])c(=O)[nH]1
LEGZAB,1.807,O=N(=O)C1=NN2CCCN3N=C(C(=C3NC2=C1N(=O)=O)N(=O)=O)N(=O)=O
ZUGPUM,1.807,O=N(=O)N1CC2(CN(CC2(C1)N(=O)=O)N(=O)=O)N(=O)=O
GAYMOL01,1.807,O=C1NN=C(C1=[N+]=[N-])N(=O)=O
CTMTNA,1.806,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1
MNPYDO29,1.806,Cc1c[n+]([O-])ccc1[N+](=O)[O-]
NUPTIC,1.806,NNC(=O)C(=O)NO
HEVRUV,1.806,O=N(=O)C(N(=O)=O)N(=O)=O
SALOXM09,1.806,ON=Cc1ccccc1O
EFAXAN,1.805,NC1=C(N=NC2=NC(=NN12)C#N)N(=O)=O
HEGLEM,1.805,O=N(=O)OCN1N=NC(=N1)N(=O)=O
BUGKOE,1.804,O=[N+]([O-])Nn1cc([N+](=O)[O-])nc1[N+](=O)[O-]
XOZREM,1.804,[NH2+]=c1[nH]nc(-c2nonc2N[N+](=O)[O-])n1[N-][N+](=O)[O-]
XABCUB,1.804,O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)c1cc(c(cc1N(=O)=O)C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
GISDIY,1.803,Nc1nc(-c2c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c2[N+](=O)[O-])nc(N)c1[N+](=O)[O-]
JERVUY,1.803,O=c1[nH]cc([N+](=O)[O-])cc1[N+](=O)[O-]
KUKJIL,1.803,O=N(=O)C1=NN(COCN2N=C(C=C2N(=O)=O)N(=O)=O)C(=C1)N(=O)=O
PIGSIJ,1.802,O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2cnc([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1
KUBPIG,1.801,O=[N+]([O-])C(=C1NCCN1[N+](=O)[O-])[N+](=O)[O-]
KASVOR,1.801,O=N(=O)C(CN(CC(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
JABCAT,1.801,CC1=NON=C1C1=C(C(=NN1N)N(=O)=O)N(=O)=O
REZYUT,1.8,O=[N+]([O-])c1nonc1-c1nonc1-c1nonc1N=Nc1nonc1-c1nonc1-c1nonc1[N+](=O)[O-]
SAQZAK,1.8,O=[N+]([O-])Cn1nnc([N+](=O)[O-])n1
KAVFUI,1.8,O=N(=O)N1C=NC(=C1)N(=O)=O
ABULIT07,1.8,COc1cccc(C=NO)c1O
HIJBAD,1.799,O=c1[nH]c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2[nH]c1=O
KIQYUH,1.799,O=N(=O)C1=CN(CN2C=C(C(=N2)N(=O)=O)N(=O)=O)N=C1N(=O)=O
BINSUM,1.798,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NOMKAC,1.798,O=N(=O)NCC(CNN(=O)=O)ON(=O)=O
HAFKEG,1.798,O=N(=O)C(C1=NNC(=N1)N=NC1=NC(=NN1)C(N(=O)=O)N(=O)=O)N(=O)=O
DAXBOW,1.798,NC1=NC(=NO1)C1=NON=C1N=NC1=NON=C1C1=NOC(=O)N1
HNIABZ20,1.796,O=[N+]([O-])c1cc([N+](=O)[O-])c(N=Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
KIRCAP,1.796,COC(=O)C1ON2OC1c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C2([N+](=O)[O-])[N+](=O)[O-]
HIZTEQ,1.796,O=N(=O)[N-][N+]1=NNC=C1
ZOGLUC,1.796,Cc1ccc(c2c1C1C(C3ON(OC23C)C1(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
WOZLOO,1.796,CN(CN1N=NC(=N1)C(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
LAPWOR,1.795,O=[N+]([O-])c1cc(-n2cnnn2)cc([N+](=O)[O-])c1[N+](=O)[O-]
NAPHAP,1.795,[N-]=[N+]=Nc1n[nH]c(=N[N+](=O)[O-])[nH]1
UZEVUS,1.795,O=[N+]([O-])C(=C1NC2OCCOC2N1)[N+](=O)[O-]
HASFUF,1.795,NC1=C(N(CN(=O)=O)N=C1N(=O)=O)N(=O)=O
JIPSAF,1.794,O=[N+]([O-])c1nonc1Nc1nnc2nncn2n1
KAFXAU01,1.794,O=[N+]([O-])c1cnn(N=Nn2ncc([N+](=O)[O-])n2)n1
AFEPUX,1.794,NC(N)=Nc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
KUBPOM,1.793,O=[N+]([O-])C(=C1NCCCN1[N+](=O)[O-])[N+](=O)[O-]
ZZZLYS01,1.793,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)cc1O
SUFHUY,1.793,O=N(=O)OCC1=NN(C(=N1)CON(=O)=O)N(=O)=O
BEYDOY,1.793,O=N(=O)c1ccc(c(c1)N(=O)=O)N(=O)=O
ELIGOX,1.792,O=c1n(CO[N+](=O)[O-])c2nc3nonc3nc2n1CO[N+](=O)[O-]
MOCJUK01,1.792,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
YIKBUP,1.792,O=[N+]([O-])C1([N+](=O)[O-])COC(O)C1O
OKUXUP,1.792,O=N(=O)N1COCN(C1)N(=O)=O
JEXLUT,1.791,O=[N+]([O-])N1CC2C(CN([N+](=O)[O-])CN2[N+](=O)[O-])N([N+](=O)[O-])C1
VAZBUV,1.791,NN1N=NC(=N1)N(=O)=O
TEVHEH01,1.79,O=[N+]([O-])c1c[nH]c([N+](=O)[O-])n1
NIOBPH,1.79,Oc1c(cc(cc1N(=O)=O)c1cc(c(O)c(c1)N(=O)=O)N(=O)=O)N(=O)=O
JEDSUG,1.789,O=C1N([N+](=O)[O-])CCN1[N+](=O)[O-]
SEVTIY,1.789,O=N(=O)N(CN1N=C(C=C1N(=O)=O)N(=O)=O)CN1N=C(C=C1N(=O)=O)N(=O)=O
KUKJEH,1.789,O=N(=O)C1=CN(COCN2C=C(C(=N2)N(=O)=O)N(=O)=O)N=C1N(=O)=O
CIWQIK,1.789,NC1=NON=C1C1=NON=C1N
IREPOM,1.788,O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)N=[N+]=[N-]
FUSJOT,1.788,O=N(=O)C1=CC2=[N+]([O-])ON=C2C2=C1C(=NO2)C1OCCO1
LAPVUW,1.787,O=[N+]([O-])Nc1c([N+](=O)[O-])cc(-n2cnnn2)cc1[N+](=O)[O-]
DNPHOL02,1.787,Oc1c(cccc1N(=O)=O)N(=O)=O
JABMAD,1.787,O=N(=O)N1C=C(C=N1)N1C=NN=N1
SAWBUN,1.786,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
WANVEP,1.786,O=[N+]([O-])OCc1onc(-c2noc(CO[N+](=O)[O-])c2CO[N+](=O)[O-])c1CO[N+](=O)[O-]
JOTDIF,1.785,CC(=O)N1C(=O)N([N+](=O)[O-])C2C1N([N+](=O)[O-])CCN2[N+](=O)[O-]
URODIR,1.785,O=[N+]([O-])NCC(N[N+](=O)[O-])C(CN[N+](=O)[O-])N[N+](=O)[O-]
XASROB,1.785,O=C(CON(=O)=O)CON(=O)=O
UDEYAF,1.785,CC1=NON=C1N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
CUKCAM22,1.784,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
ZIZRAD,1.784,CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O
WOQXIL,1.783,ON=Cc1cc(cc(c1O)N(=O)=O)N(=O)=O
HUKVAL01,1.783,O=N(=O)NCC(CNN(=O)=O)NN(=O)=O
HIZHII,1.783,NC1=NON=C1C1=NOC(=NO1)C1=NON=C1N
ITINEE,1.782,O=C(O)c1cn(CC(Cn2cc(C(=O)O)nn2)([N+](=O)[O-])[N+](=O)[O-])nn1
VABJUD,1.782,O=[N+]([O-])N1CCN([N+](=O)[O-])n2nnnc21
GULGAV,1.781,O=[N+]([O-])c1nc[nH]c1[N+](=O)[O-]
PERYTN13,1.781,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
UZEWAZ,1.781,O=[N+]([O-])N1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])=NC2OCCOC21
YUFROI,1.781,O=C(NN(=O)=O)OCC(COC(=O)NN(=O)=O)(N(=O)=O)N(=O)=O
CATJAI,1.781,O=NN1CC(CN(CC(C1)(N(=O)=O)N(=O)=O)N=O)(N(=O)=O)N(=O)=O
POVKAO,1.781,NC(=NO)C1=NO[N+](=C1C(N)=NO)[O-]
SAPDAQ,1.781,N1N=NN=C1C1=NON=C1N=NC1=NON=C1C1=NN=NN1
NMALAM,1.78,NC(=O)C(=C(N)O)[N+](=O)[O-]
PUTCUC,1.78,O=[N+]([O-])c1cc([N+](=O)[O-])c2n[n+]3c([N+](=O)[O-])c[n-]n3c2c1
SIBRAZ,1.78,NC1=NC(=NO1)C1=NOC(=N1)N
ECUXUW,1.78,O=N(=O)C1CC(C1)(N(=O)=O)N(=O)=O
CIVTOQ10,1.779,O=c1oc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])cc2c2ccc([N+](=O)[O-])cc12
VECGIV02,1.778,O=[N+]([O-])c1n[nH]c(-c2nc([N+](=O)[O-])n[nH]2)n1
ILOFOG,1.778,CN(CN1N=C(N=C1N(=O)=O)N(=O)=O)N(=O)=O
KIBSAS,1.778,NC1=NC(=NO1)C1=NON=C1N(=O)=O
NNAPAN10,1.777,O=C1OC(=O)c2ccc([N+](=O)[O-])c3c([N+](=O)[O-])ccc1c23
POTGUC,1.777,O=[N+]([O-])C1([N+](=O)[O-])C2CC3CC1C([N+](=O)[O-])([N+](=O)[O-])C(C2)C3([N+](=O)[O-])[N+](=O)[O-]
GATDOX,1.777,O=N(=O)C1=NN(CN2N=C(C(=C2[O-])[N+]#N)N(=O)=O)C(=C1[N+]#N)[O-]
DOPLOL01,1.777,NC(=O)c1cc(c(N)c(c1)N(=O)=O)N(=O)=O
KAFXEY01,1.776,O=[N+]([O-])c1cn(N=Nn2cc([N+](=O)[O-])nn2)nn1
DAPPAO,1.776,CN(CN(C1=NON=C1N(=O)=O)N(=O)=O)N(=O)=O
KIBMIU,1.775,Cn1nnnc1N=C(N)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
YOPBAJ,1.775,O=[N+]([O-])c1c[nH]cc1[N+](=O)[O-]
YANWAN,1.775,O=N(=O)N1CNC(NC1)=NC1=NC(=NO1)N(=O)=O
VEMTUC,1.775,O=C(Oc1ccc(cc1N(=O)=O)N(=O)=O)Oc1ccc(cc1N(=O)=O)N(=O)=O
COYLAF01,1.775,O=N(=O)C(CNC1=NON=C1NCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
KEDXEZ,1.775,O=N(=O)N=C1NN=NN1CC1=NN=NN1
MUKLIO,1.775,O=N(=O)C1=NN(CN(CN2N=NC(=N2)N(=O)=O)CN2N=NC(=N2)N(=O)=O)N=N1
MERMEE,1.774,[N-]=[N+]=Nc1c(-n2cncn2)c(N=[N+]=[N-])c([N+](=O)[O-])c(N=[N+]=[N-])c1[N+](=O)[O-]
PICNEX,1.774,[N-]=[N+]=Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
COWXUI,1.774,OC(=O)c1cc(O)cc(O)c1N(=O)=O
BATWOK,1.774,O=N(=O)C1=NNC(=N1)N=[N+]=[N-]
LUJXOG,1.773,O=[N+]([O-])OCc1nc(-c2nonc2N=Nc2nonc2-c2noc(CO[N+](=O)[O-])n2)no1
TNIOAN,1.773,Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
EDOREW,1.772,[N-]=[N+]=Nc1c([N+](=O)[O-])cc2[nH]nnc2c1[N+](=O)[O-]
BUGKIY01,1.771,Nn1cc([N+](=O)[O-])nc1[N+](=O)[O-]
GEYNON,1.771,O=C1OCOc2c1cc([N+](=O)[O-])cc2[N+](=O)[O-]
NUSTUT,1.771,Nc1nc(-n2nc([N+](=O)[O-])cc2[N+](=O)[O-])n[nH]1
PICRAC,1.771,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
ZAYGUE,1.771,OC(=O)CN(N(=O)=O)C(CON(=O)=O)(CON(=O)=O)CON(=O)=O
NTRGUA,1.77,NC(N)=N[N+](=O)[O-]
FACREG,1.77,OCC1OC(C(O)C1O)N(=O)=O
CASBOQ01,1.769,O=[N+]([O-])c1c[nH]nc1-n1cnnn1
HXOXAM10,1.769,NC(=O)C(=O)NO
VANCOD,1.769,CN1C(=O)NC(=C(N=O)C1=O)N
COGFUB,1.768,O=[N+]([O-])c1ncn(N=Nn2cnc([N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-]
GAYMOL,1.768,N#[N+]c1c([N+](=O)[O-])[n-][nH]c1=O
VAHFIU,1.768,Cn1c([N+](=O)[O-])nc([N+](=O)[O-])c1[N+](=O)[O-]
DIBRUE,1.767,O=[N+]([O-])Nc1nonc1-c1nnc(N=Nc2nnc(-c3nonc3N[N+](=O)[O-])o2)o1
EYOVIX,1.767,COc1c([N+](=O)[O-])c2nonc2c2nonc12
FEFXUM,1.767,Nc1nonc1-c1nonc1-c1nonc1[N+](=O)[O-]
UZONOP,1.767,Cn1nc([N+](=O)[O-])c(N(CCO[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-]
UHALUK,1.767,NC1=NON=C1N=NC1=NON=C1N
FEBRUB,1.767,OC(=O)CN1N=C(NC1=NN(=O)=O)N=[N+]=[N-]
ILOGIB,1.767,CN(CN1C=NC(=C1N(=O)=O)N(=O)=O)N(=O)=O
ERETAW,1.766,O=CNc1c(-n2nc([N+](=O)[O-])c(NC=O)[n+]2[O-])no[n+]1[O-]
YANWER,1.766,NC(N)=NC1=NC(=NO1)N(=O)=O
CIYZOZ,1.765,O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[n+]2[O-])c([N+](=O)[O-])c1
KORNIQ,1.765,O=C(NN(=O)=O)OCC(COC(=O)NN(=O)=O)(COC(=O)NN(=O)=O)COC(=O)NN(=O)=O
PAJXEG,1.765,O=N(=O)c1cc2c(Nc3c2cc(cc3N(=O)=O)N(=O)=O)c(c1)N(=O)=O
WASRAJ02,1.764,NNc1ccc(cc1N(=O)=O)N(=O)=O
EJEGOP,1.763,N#Cc1nonc1Oc1nonc1[N+](=O)[O-]
JESJIB,1.763,CC1=NON=C1C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
FIPZIN01,1.763,O=N(=O)N(CN=[N+]=[N-])CN(CN(CN=[N+]=[N-])N(=O)=O)N(=O)=O
UZAWOJ,1.763,O=C(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)N=[N+]=[N-]
CUMLEE,1.762,Nc1nonc1Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
DNBZFX,1.762,O=[N+]([O-])c1cc([N+](=O)[O-])c2no[n+]([O-])c2c1
XAPQUD,1.762,ON=Cc1c(O)c(C=NO)c(O)c(C=NO)c1O
LOLFAT,1.761,O=[N+]([O-])OC1CN([N+](=O)[O-])CN([N+](=O)[O-])C1
MEWSAK,1.76,O=[N+]([O-])OCC(CO[N+](=O)[O-])[N+](=O)[O-]
PIGLOI,1.76,Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-n2cnc([N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-]
METROV,1.76,NC1=NOC(=O)N1
YOYSUC02,1.759,O=[N+]([O-])OCC(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-]
LAPVIK,1.759,Nc1c(cc(cc1N(=O)=O)N1C=NN=N1)N(=O)=O
JEKZOR,1.759,Cc1c(c(O)c(c(O)c1N(=O)=O)N(=O)=O)N(=O)=O
YITJOC,1.759,CN(CNC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
HUKTUD,1.758,O=[N+]([O-])NCC(CN[N+](=O)[O-])(CN[N+](=O)[O-])CN[N+](=O)[O-]
WOBLUU,1.758,O=[N+]([O-])Cn1cnc([N+](=O)[O-])n1
OSEWEQ,1.757,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
PABBOJ,1.756,O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nnc3cc([N+](=O)[O-])cc([N+](=O)[O-])c32)c([N+](=O)[O-])c1
KIQNUW,1.756,O=N(=O)C1=NN(CN2N=C(C=C2N(=O)=O)N(=O)=O)C(=C1)N(=O)=O
TEGSEG,1.755,O=N(=O)c1cc(c(C#N)c(c1)N(=O)=O)N(=O)=O
NUFDOJ,1.754,OCN1N=NC(=N1)N(=O)=O
HUKVAL,1.753,O=[N+]([O-])NCC(CN[N+](=O)[O-])N[N+](=O)[O-]
KAVFUI01,1.753,O=[N+]([O-])c1cn([N+](=O)[O-])cn1
KIJCUE,1.753,O=N(=O)C(CCN1C=NN=N1)(N(=O)=O)N(=O)=O
DEKZID,1.752,CC(=O)c1c(O)c([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O
KUPCEF,1.752,NC(=O)OCCC(N(=O)=O)(N(=O)=O)N(=O)=O
WEKGOJ,1.751,O=[N+]([O-])c1cc([N+](=O)[O-])nc([N+](=O)[O-])c1
LUKTAN,1.751,Oc1cc(c(C=Cc2c(cc(cc2N(=O)=O)N(=O)=O)N(=O)=O)c(c1)N(=O)=O)N(=O)=O
NUMXAV,1.751,CNC(N)=C(N(=O)=O)N(=O)=O
